host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_365,number_of_reviews,availability_eoy,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month,n_amenities,n_verifications,property_type_clean,host_years,neighbourhood_cleansed_freq,room_type_Hotel room,room_type_Private room,room_type_Shared room,neighbourhood_group_cleansed_Eixample,neighbourhood_group_cleansed_Gràcia,neighbourhood_group_cleansed_Horta-Guinardó,neighbourhood_group_cleansed_Les Corts,neighbourhood_group_cleansed_Nou Barris,neighbourhood_group_cleansed_Sant Andreu,neighbourhood_group_cleansed_Sant Martí,neighbourhood_group_cleansed_Sants-Montjuïc,neighbourhood_group_cleansed_Sarrià-Sant Gervasi
0.0,100.0,96.0,1.0,1.0,1.0,41.40105,2.16008,4.0,2.0,2.0,3.0,290.0,3,20,7,211,374,54,255,73950.0,4.87,4.91,4.81,4.91,4.91,4.89,4.79,0,1,2.76,46,3,Entire rental unit,11.468493150684932,0.05852653271509531,0,0,0,0,1,0,0,0,0,0,0,0
0.0,100.0,100.0,1.0,1.0,1.0,41.40163,2.17048,4.0,1.0,2.0,3.0,215.0,2,365,14,348,351,91,234,50310.0,4.92,4.95,4.97,4.92,4.95,4.92,4.82,1,1,2.61,39,2,Entire rental unit,11.465753424657533,0.12447192168985059,0,0,0,1,0,0,0,0,0,0,0,0
1.0,100.0,97.0,1.0,1.0,1.0,41.37926,2.17702,6.0,1.0,3.0,5.0,265.0,4,15,1,213,382,55,255,67575.0,4.79,4.84,4.81,4.88,4.94,4.85,4.71,0,1,2.81,60,2,Entire rental unit,11.46027397260274,0.06455435342606904,0,0,0,0,0,0,0,0,0,0,0,0
0.0,100.0,100.0,0.0,1.0,1.0,41.43776,2.18669,4.0,1.0,2.0,3.0,92.0,4,1123,9,231,182,48,0,0.0,4.63,4.77,4.56,4.92,4.92,4.59,4.58,0,1,1.35,44,2,Entire rental unit,11.46027397260274,0.004997424008243174,0,0,0,0,0,0,0,0,1,0,0,0
0.0,100.0,67.0,0.0,1.0,1.0,41.40251,2.16859,4.0,1.0,1.0,2.0,229.0,3,30,15,247,11,62,0,0.0,4.09,4.0,4.1,4.1,4.09,4.18,3.64,0,2,0.09,11,2,Entire rental unit,13.64109589041096,0.016383307573415766,0,0,0,0,1,0,0,0,0,0,0,0
0.0,100.0,91.0,1.0,1.0,1.0,41.37456,2.16687,4.0,2.0,3.0,4.0,191.0,7,7,21,345,365,88,255,48705.0,4.9,4.93,4.98,4.96,4.97,4.8,4.82,0,2,2.69,60,2,Entire rental unit,11.758904109589041,0.04404945904173107,0,0,0,0,0,0,0,0,0,0,1,0
1.0,99.0,71.0,1.0,1.0,1.0,41.39485,2.15324,11.0,2.0,4.0,7.0,326.0,1,999,8,321,412,70,168,54768.0,4.57,4.62,4.57,4.74,4.83,4.86,4.48,0,6,3.03,27,2,Entire rental unit,11.449315068493151,0.05368366821226172,0,0,0,1,0,0,0,0,0,0,0,0
0.0,100.0,100.0,0.0,1.0,0.0,41.38776,2.15221,4.0,1.0,2.0,3.0,368.0,1,365,12,166,13,80,36,13248.0,4.92,4.85,5.0,4.92,5.0,4.69,4.62,1,7,0.1,25,1,Entire serviced apartment,13.6,0.05368366821226172,0,0,0,1,0,0,0,0,0,0,0,0
0.0,100.0,99.0,0.0,1.0,1.0,41.37338,2.16462,4.0,1.0,1.0,2.0,139.0,2,1125,3,312,653,59,255,35445.0,4.7,4.69,4.63,4.9,4.93,4.81,4.57,1,5,4.82,22,2,Entire rental unit,13.753424657534246,0.04404945904173107,0,0,0,0,0,0,0,0,0,0,1,0
0.0,100.0,100.0,1.0,1.0,1.0,41.3838,2.16997,2.0,1.0,1.0,2.0,40.0,3,31,3,7,445,7,144,5760.0,4.61,4.71,4.63,4.83,4.88,4.92,4.64,1,2,3.28,10,2,Private room in rental unit,11.463013698630137,0.07825862957238537,0,1,0,0,0,0,0,0,0,0,0,0
0.0,100.0,95.0,1.0,1.0,1.0,41.41728,2.19651,5.0,1.0,2.0,4.0,81.0,2,30,0,121,212,14,255,20655.0,4.83,4.92,4.87,4.93,4.97,4.78,4.8,0,1,1.65,43,2,Entire rental unit,11.446575342465753,0.0034003091190108192,0,0,0,0,0,0,0,0,0,1,0,0
0.0,99.0,94.0,0.0,1.0,1.0,41.39515,2.18682,4.0,1.0,3.0,5.0,165.0,3,1125,1,310,269,54,84,13860.0,4.65,4.72,4.65,4.79,4.77,4.78,4.46,1,130,1.98,42,2,Entire rental unit,15.008219178082191,0.009788768675940238,0,0,0,0,0,0,0,0,0,1,0,0
0.0,100.0,97.0,1.0,1.0,1.0,41.3797,2.16173,3.0,3.0,3.0,4.0,284.0,1,1125,0,260,315,29,255,72420.0,4.81,4.8,4.84,4.89,4.94,4.82,4.72,0,21,2.44,44,3,Entire serviced apartment,13.063013698630137,0.0527047913446677,0,0,0,1,0,0,0,0,0,0,0,0
0.0,100.0,97.0,1.0,1.0,1.0,41.38184,2.16046,3.0,1.0,1.0,2.0,192.0,1,1125,2,301,273,52,204,39168.0,4.88,4.93,4.86,4.92,4.97,4.85,4.71,0,21,2.02,38,3,Entire serviced apartment,13.063013698630137,0.0527047913446677,0,0,0,1,0,0,0,0,0,0,0,0
0.0,99.0,94.0,0.0,1.0,1.0,41.37227,2.14657,4.0,1.0,1.0,2.0,140.0,3,1125,8,319,80,63,108,15120.0,4.58,4.66,4.66,4.6,4.71,4.75,4.51,1,130,0.97,44,2,Entire rental unit,15.008219178082191,0.005461102524471921,0,0,0,0,0,0,0,0,0,0,1,0
0.0,90.0,97.0,1.0,1.0,1.0,41.39715,2.14577,5.0,1.0,3.0,3.0,167.0,3,1125,9,332,407,75,222,37074.0,4.76,4.85,4.84,4.9,4.8,4.75,4.68,0,2,3.0,44,2,Entire rental unit,11.441095890410958,0.030396702730551263,0,0,0,0,0,0,0,0,0,0,0,1
0.0,100.0,89.0,1.0,1.0,1.0,41.37736,2.14988,5.0,1.0,2.0,4.0,159.0,4,30,4,18,376,15,255,40545.0,4.85,4.89,4.8,4.94,4.95,4.88,4.74,0,1,2.76,55,2,Entire rental unit,11.435616438356165,0.04234930448222566,0,0,0,1,0,0,0,0,0,0,0,0
0.0,100.0,100.0,1.0,1.0,1.0,41.37346,2.16772,4.0,2.0,2.0,2.0,146.0,4,90,3,107,416,35,176,25696.0,4.71,4.87,4.87,4.9,4.92,4.75,4.71,0,1,3.05,53,2,Entire rental unit,13.564383561643835,0.04404945904173107,0,0,0,0,0,0,0,0,0,0,1,0
0.0,100.0,100.0,1.0,1.0,1.0,41.39722,2.1748,4.0,1.0,2.0,3.0,194.0,5,1124,8,103,280,78,255,49470.0,4.83,4.83,4.73,4.97,4.97,4.87,4.65,1,4,2.15,42,2,Entire rental unit,13.136986301369863,0.12447192168985059,0,0,0,1,0,0,0,0,0,0,0,0
0.0,100.0,100.0,1.0,1.0,1.0,41.39684,2.17529,4.0,1.0,2.0,3.0,175.0,5,1124,0,93,291,68,255,44625.0,4.89,4.92,4.84,4.98,4.99,4.9,4.76,1,4,2.2,41,2,Entire rental unit,13.136986301369863,0.12447192168985059,0,0,0,1,0,0,0,0,0,0,0,0
0.0,100.0,92.0,1.0,1.0,1.0,41.38347,2.16266,6.0,2.0,3.0,5.0,419.0,3,160,11,208,497,55,255,106845.0,4.86,4.83,4.91,4.92,4.95,4.93,4.76,0,2,3.67,51,3,Entire rental unit,12.178082191780822,0.0527047913446677,0,0,0,1,0,0,0,0,0,0,0,0
0.0,100.0,97.0,0.0,1.0,1.0,41.40242,2.17221,6.0,2.0,3.0,4.0,256.0,4,1124,3,240,344,54,224,57344.0,4.69,4.76,4.68,4.86,4.86,4.9,4.64,0,2,2.52,30,2,Entire rental unit,13.778082191780822,0.05677485832045338,0,0,0,1,0,0,0,0,0,0,0,0
0.0,99.0,98.0,0.0,1.0,1.0,41.40277,2.15862,3.0,1.0,2.0,2.0,58.0,1,1125,7,311,140,59,240,13920.0,4.68,4.72,4.79,4.74,4.82,4.86,4.47,0,101,2.8,32,2,Entire rental unit,12.126027397260273,0.05852653271509531,0,0,0,0,1,0,0,0,0,0,0,0
0.0,90.0,100.0,1.0,1.0,1.0,41.37776,2.1767,2.0,1.0,1.0,3.0,86.0,3,310,7,163,155,77,204,17544.0,4.77,4.77,4.87,4.89,4.9,4.96,4.73,0,2,1.14,43,2,Private room in rental unit,12.534246575342467,0.06455435342606904,0,1,0,0,0,0,0,0,0,0,0,0
1.0,100.0,100.0,0.0,1.0,1.0,41.41169,2.17721,5.0,1.0,2.0,4.0,118.0,1,32,2,163,156,11,120,14160.0,4.36,4.46,4.53,4.85,4.87,4.73,4.29,0,1,1.24,46,2,Entire rental unit,11.424657534246576,0.016383307573415766,0,0,0,0,0,0,0,0,0,1,0,0
0.0,100.0,100.0,1.0,1.0,1.0,41.38379,2.16845,2.0,1.0,1.0,2.0,50.0,3,31,0,0,419,0,174,8700.0,4.64,4.83,4.73,4.83,4.88,4.9,4.7,1,2,3.07,10,2,Private room in rental unit,11.463013698630137,0.07825862957238537,0,1,0,0,0,0,0,0,0,0,0,0
0.0,99.0,94.0,0.0,1.0,1.0,41.37225,2.14614,6.0,2.0,2.0,4.0,171.0,3,1125,7,332,137,76,150,25650.0,4.79,4.85,4.88,4.82,4.86,4.73,4.72,1,130,1.62,44,2,Entire rental unit,15.008219178082191,0.005461102524471921,0,0,0,0,0,0,0,0,0,0,1,0
0.0,100.0,100.0,1.0,1.0,1.0,41.40135,2.17605,4.0,1.0,2.0,2.0,162.0,4,30,13,65,464,65,255,41310.0,4.83,4.89,4.88,4.92,4.95,4.8,4.74,0,1,3.41,54,2,Entire rental unit,12.810958904109588,0.05677485832045338,0,0,0,1,0,0,0,0,0,0,0,0
0.0,99.0,94.0,0.0,1.0,1.0,41.37239,2.14876,4.0,1.0,1.0,2.0,139.0,3,1125,6,332,88,76,60,8340.0,4.72,4.8,4.86,4.84,4.79,4.84,4.68,1,130,0.98,42,2,Entire rental unit,15.008219178082191,0.005461102524471921,0,0,0,0,0,0,0,0,0,0,1,0
0.0,99.0,94.0,0.0,1.0,1.0,41.37129211425781,2.146605968475342,4.0,1.0,1.0,2.0,139.0,3,1125,1,309,62,53,60,8340.0,4.68,4.65,4.74,4.68,4.82,4.71,4.5,1,130,0.7,42,2,Entire rental unit,15.008219178082191,0.005461102524471921,0,0,0,0,0,0,0,0,0,0,1,0
0.0,99.0,99.0,1.0,1.0,1.0,41.37898,2.15552,6.0,2.0,4.0,6.0,152.0,2,1125,3,189,460,24,255,38760.0,4.69,4.83,4.78,4.83,4.88,4.79,4.68,0,7,3.41,45,2,Entire rental unit,11.408219178082192,0.0527047913446677,0,0,0,1,0,0,0,0,0,0,0,0
0.0,100.0,100.0,0.0,1.0,0.0,41.39264,2.17332,3.0,1.0,1.0,3.0,187.0,1,1125,0,0,26,0,18,3366.0,4.04,4.19,4.19,4.65,4.54,4.65,3.92,1,1,0.28,11,2,Other,13.347945205479451,0.12447192168985059,0,1,0,1,0,0,0,0,0,0,0,0
0.0,96.0,91.0,0.0,1.0,1.0,41.40452,2.1786,7.0,1.0,3.0,4.0,175.0,1,1125,14,94,48,88,60,10500.0,4.29,4.6,4.42,4.54,4.63,4.52,4.31,1,26,0.37,31,2,Entire rental unit,15.860273972602739,0.05677485832045338,0,0,0,1,0,0,0,0,0,0,0,0
1.0,100.0,89.0,1.0,1.0,1.0,41.38891,2.16086,2.0,2.0,1.0,2.0,35.0,31,1125,0,287,31,45,62,2170.0,4.81,4.77,4.55,4.94,4.94,4.97,4.77,0,4,0.24,19,2,Private room in rental unit,14.416438356164383,0.05368366821226172,0,1,0,1,0,0,0,0,0,0,0,0
0.0,100.0,91.0,1.0,1.0,1.0,41.37954,2.15089,4.0,2.0,3.0,4.0,170.0,7,7,17,338,294,89,255,43350.0,4.88,4.93,4.98,4.97,4.99,4.84,4.82,0,2,2.17,60,2,Entire rental unit,11.758904109589041,0.04234930448222566,0,0,0,1,0,0,0,0,0,0,0,0
0.0,100.0,97.0,0.0,1.0,1.0,41.40893,2.1727,6.0,2.0,4.0,4.0,240.0,3,1124,5,262,125,38,132,31680.0,4.53,4.67,4.65,4.63,4.69,4.76,4.54,0,1,0.93,22,3,Entire rental unit,13.194520547945206,0.05677485832045338,0,0,0,1,0,0,0,0,0,0,0,0
0.0,96.0,91.0,0.0,1.0,1.0,41.4023,2.17181,7.0,1.0,4.0,5.0,172.0,1,1125,11,85,16,79,12,2064.0,4.69,4.81,4.94,4.75,5.0,5.0,4.38,1,26,0.19,25,2,Entire rental unit,15.860273972602739,0.05677485832045338,0,0,0,1,0,0,0,0,0,0,0,0
0.0,100.0,100.0,0.0,1.0,1.0,41.40875,2.14848,1.0,1.0,0.0,1.0,28.0,32,1125,0,257,48,0,192,5376.0,4.9,4.9,4.83,4.98,4.92,4.81,4.87,0,2,0.37,40,2,Private room in rental unit,12.504109589041096,0.004842864502833591,0,1,0,0,1,0,0,0,0,0,0,0
0.0,100.0,100.0,1.0,1.0,1.0,41.39617,2.18315,6.0,2.0,3.0,5.0,245.0,2,1125,9,71,377,69,156,38220.0,4.78,4.84,4.76,4.98,4.98,4.84,4.76,1,3,2.81,31,2,Entire condo,12.046575342465754,0.02581143740340031,0,0,0,1,0,0,0,0,0,0,0,0
0.0,94.0,98.0,1.0,1.0,1.0,41.38715,2.17021,4.0,1.0,1.0,2.0,195.0,3,7,5,313,253,56,255,49725.0,4.72,4.82,4.85,4.85,4.78,4.91,4.65,1,34,1.91,40,2,Entire rental unit,13.153424657534247,0.12447192168985059,0,0,0,1,0,0,0,0,0,0,0,0
3.0,25.0,0.0,0.0,1.0,1.0,41.37335,2.13423,1.0,1.0,1.0,1.0,42.0,8,1125,20,355,1,99,0,0.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,0,1,0.01,11,2,Private room in rental unit,13.471232876712328,0.018238021638330756,0,1,0,0,0,0,0,0,0,0,1,0
1.0,100.0,87.0,1.0,1.0,1.0,41.39267,2.18632,2.0,1.0,1.0,1.0,240.0,3,30,2,298,254,56,255,61200.0,4.79,4.76,4.82,4.91,4.94,4.76,4.67,0,1,1.87,44,2,Entire rental unit,12.035616438356165,0.009788768675940238,0,0,0,0,0,0,0,0,0,1,0,0
0.0,100.0,100.0,1.0,1.0,1.0,41.42693,2.17847,4.0,1.0,2.0,4.0,130.0,2,1125,3,43,125,41,240,31200.0,4.82,4.82,4.69,4.92,4.97,4.7,4.7,1,3,1.14,34,2,Entire rental unit,12.046575342465754,0.002833590932509016,0,0,0,0,0,0,0,0,1,0,0,0
0.0,100.0,100.0,1.0,1.0,1.0,41.42662,2.17842,4.0,1.0,2.0,3.0,144.0,2,1125,8,42,69,41,96,13824.0,4.75,4.8,4.78,4.96,4.96,4.62,4.62,1,3,0.53,32,2,Entire rental unit,12.046575342465754,0.002833590932509016,0,0,0,0,0,0,0,0,1,0,0,0
0.0,100.0,99.0,1.0,1.0,1.0,41.37327752069808,2.172118425369272,4.0,1.0,2.0,3.0,196.0,3,90,4,256,463,75,255,49980.0,4.69,4.69,4.73,4.84,4.93,4.69,4.57,1,3,3.41,43,2,Entire rental unit,11.4,0.04404945904173107,0,0,0,0,0,0,0,0,0,0,1,0
1.0,98.0,94.0,1.0,1.0,1.0,41.3843,2.16255,5.0,2.0,2.0,3.0,247.0,5,31,11,249,147,87,210,51870.0,4.82,4.84,4.9,4.77,4.86,4.91,4.55,0,13,1.18,35,2,Entire rental unit,11.394520547945206,0.0527047913446677,0,0,0,1,0,0,0,0,0,0,0,0
1.0,100.0,100.0,1.0,1.0,1.0,41.41132,2.18168,5.0,1.0,3.0,4.0,114.0,3,1125,6,287,220,55,108,12312.0,4.65,4.78,4.8,4.82,4.87,4.72,4.63,0,1,1.63,43,2,Entire rental unit,13.676712328767124,0.016383307573415766,0,0,0,0,0,0,0,0,0,1,0,0
0.0,100.0,98.0,0.0,1.0,1.0,41.38576,2.1473,2.0,1.0,1.0,1.0,28.0,31,1125,0,13,36,0,0,0.0,4.53,4.69,4.53,4.78,4.78,4.72,4.56,0,1,0.29,12,2,Private room in rental unit,11.586301369863014,0.04234930448222566,0,1,0,1,0,0,0,0,0,0,0,0
2.0,94.0,84.0,0.0,1.0,1.0,41.40109,2.16401,4.0,2.0,2.0,3.0,130.0,2,15,0,102,534,17,255,33150.0,4.85,4.86,4.82,4.92,4.91,4.89,4.8,0,1,3.94,41,2,Entire rental unit,11.391780821917807,0.05852653271509531,0,0,0,0,1,0,0,0,0,0,0,0
0.0,100.0,99.0,0.0,1.0,1.0,41.40484,2.14139,4.0,2.0,2.0,3.0,164.0,1,1125,24,102,72,102,90,14760.0,4.38,4.56,4.46,4.55,4.52,4.49,4.18,1,40,0.61,31,3,Entire rental unit,13.558904109589042,0.01396187532199897,0,0,0,0,0,0,0,0,0,0,0,1
1.0,100.0,98.0,1.0,1.0,1.0,41.37483,2.17504,6.0,1.0,3.0,5.0,153.0,3,31,3,72,450,31,255,39015.0,4.86,4.89,4.85,4.96,4.96,4.86,4.81,0,2,3.36,33,2,Entire rental unit,12.471232876712328,0.07825862957238537,0,0,0,0,0,0,0,0,0,0,0,0
2.0,100.0,81.0,0.0,1.0,1.0,41.40808,2.17097,4.0,1.0,2.0,2.0,175.0,3,31,0,98,443,31,255,44625.0,4.76,4.77,4.83,4.87,4.88,4.72,4.64,0,5,3.26,38,2,Entire rental unit,11.838356164383562,0.05677485832045338,0,0,0,1,0,0,0,0,0,0,0,0
1.0,100.0,88.0,1.0,1.0,1.0,41.38925,2.19557,4.0,2.0,2.0,3.0,323.0,4,365,15,223,158,77,96,31008.0,4.86,4.9,4.88,4.96,4.94,4.91,4.73,0,2,1.18,28,2,Entire rental unit,11.512328767123288,0.00783101494075219,0,0,0,0,0,0,0,0,0,1,0,0
0.0,100.0,67.0,1.0,1.0,1.0,41.39442,2.14575,5.0,2.0,3.0,5.0,296.0,3,1125,7,228,70,66,150,44400.0,4.99,5.0,4.97,4.97,4.99,4.96,4.8,0,4,0.58,51,3,Entire rental unit,13.553424657534247,0.030396702730551263,0,0,0,0,0,0,0,0,0,0,0,1
0.0,100.0,99.0,0.0,1.0,1.0,41.40608,2.17166,5.0,2.0,3.0,5.0,217.0,1,1125,13,85,136,85,144,31248.0,4.57,4.67,4.57,4.5,4.67,4.8,4.42,1,40,1.08,44,3,Entire rental unit,13.558904109589042,0.05677485832045338,0,0,0,1,0,0,0,0,0,0,0,0
1.0,100.0,82.0,0.0,1.0,1.0,41.3742,2.16904,3.0,1.0,2.0,3.0,180.0,3,1125,14,340,416,85,240,43200.0,4.52,4.7,4.61,4.66,4.7,4.6,4.5,0,1,3.08,22,2,Entire rental unit,11.364383561643836,0.04404945904173107,0,0,0,0,0,0,0,0,0,0,1,0
0.0,100.0,100.0,1.0,1.0,1.0,41.39264,2.16305,6.0,2.0,1.0,1.0,363.0,2,1125,10,310,342,60,168,60984.0,4.89,4.93,4.88,4.97,4.98,4.96,4.83,1,7,2.52,31,2,Entire rental unit,14.164383561643836,0.12447192168985059,0,0,0,1,0,0,0,0,0,0,0,0
0.0,100.0,99.0,0.0,1.0,1.0,41.40394,2.17105,5.0,2.0,3.0,4.0,185.0,1,1125,12,90,140,90,168,31080.0,4.61,4.71,4.54,4.71,4.78,4.92,4.54,0,40,1.13,44,3,Entire rental unit,13.558904109589042,0.016383307573415766,0,0,0,0,1,0,0,0,0,0,0,0
0.0,100.0,99.0,0.0,1.0,1.0,41.40444,2.17247,4.0,2.0,3.0,4.0,199.0,1,1125,11,89,113,89,108,21492.0,4.44,4.54,4.52,4.58,4.67,4.76,4.37,1,40,0.87,32,3,Entire rental unit,13.558904109589042,0.05677485832045338,0,0,0,1,0,0,0,0,0,0,0,0
0.0,97.0,100.0,0.0,1.0,1.0,41.37658,2.15578,6.0,2.0,3.0,5.0,238.0,1,365,2,212,140,61,48,11424.0,4.54,4.66,4.76,4.73,4.76,4.73,4.47,1,27,1.11,23,2,Entire rental unit,13.687671232876712,0.0527047913446677,0,0,0,1,0,0,0,0,0,0,0,0
1.0,100.0,100.0,1.0,1.0,1.0,41.4132,2.15627,2.0,1.0,0.0,1.0,133.0,4,365,1,296,386,54,255,33915.0,4.92,4.93,4.93,4.93,4.96,4.77,4.85,0,1,2.96,25,1,Other,11.561643835616438,0.004379185986604843,0,0,0,0,1,0,0,0,0,0,0,0
0.0,100.0,100.0,1.0,1.0,1.0,41.39677810668945,2.172461032867432,4.0,1.0,2.0,3.0,184.0,5,1125,2,297,209,48,255,46920.0,4.89,4.89,4.9,4.94,4.97,4.95,4.78,0,1,1.55,62,2,Entire rental unit,11.994520547945205,0.12447192168985059,0,0,0,1,0,0,0,0,0,0,0,0
0.0,100.0,86.0,1.0,1.0,1.0,41.38667,2.16701,4.0,1.0,2.0,2.0,239.0,3,1125,0,91,389,59,204,48756.0,4.58,4.71,4.62,4.66,4.79,4.92,4.56,0,43,3.05,35,2,Entire rental unit,14.01917808219178,0.12447192168985059,0,0,0,1,0,0,0,0,0,0,0,0
0.0,100.0,93.0,0.0,1.0,1.0,41.38226,2.1617,3.0,1.0,2.0,2.0,197.0,1,1124,5,240,37,35,0,0.0,4.62,4.89,4.92,4.35,4.78,4.73,4.54,1,28,0.3,26,2,Entire rental unit,12.115068493150686,0.0527047913446677,0,0,0,1,0,0,0,0,0,0,0,0
0.0,96.0,91.0,0.0,1.0,1.0,41.385,2.15795,5.0,1.0,3.0,4.0,204.0,1,1125,9,88,126,82,102,20808.0,4.6,4.74,4.72,4.67,4.7,4.81,4.47,1,26,1.01,28,2,Entire rental unit,15.860273972602739,0.05368366821226172,0,0,0,1,0,0,0,0,0,0,0,0
1.0,100.0,95.0,1.0,1.0,1.0,41.40245,2.16892,5.0,1.0,3.0,3.0,197.0,3,330,9,335,140,78,138,27186.0,4.84,4.86,4.8,4.93,4.94,4.78,4.76,0,1,1.04,44,2,Entire rental unit,11.32876712328767,0.016383307573415766,0,0,0,0,1,0,0,0,0,0,0,0
0.0,90.0,96.0,0.0,1.0,1.0,41.39851,2.17139,8.0,3.0,4.0,6.0,206.0,1,30,4,48,312,48,186,38316.0,4.66,4.73,4.72,4.88,4.71,4.88,4.65,0,4,2.35,29,3,Entire rental unit,14.550684931506849,0.12447192168985059,0,0,0,1,0,0,0,0,0,0,0,0
0.0,100.0,97.0,1.0,1.0,1.0,41.38167,2.16197,3.0,1.0,1.0,2.0,208.0,1,1125,4,319,312,66,180,37440.0,4.84,4.84,4.88,4.9,4.91,4.81,4.72,0,21,2.31,35,3,Entire serviced apartment,13.063013698630137,0.0527047913446677,0,0,0,1,0,0,0,0,0,0,0,0
0.0,100.0,100.0,0.0,1.0,1.0,41.37347,2.15981,4.0,1.0,4.0,4.0,185.0,1,1125,2,309,657,56,255,47175.0,4.56,4.62,4.58,4.87,4.9,4.73,4.53,1,1,4.87,19,2,Entire rental unit,14.002739726027396,0.04404945904173107,0,0,0,0,0,0,0,0,0,0,1,0
0.0,100.0,100.0,0.0,1.0,1.0,41.39381,2.12998,4.0,2.0,2.0,2.0,154.0,1,1125,4,208,154,39,120,18480.0,4.69,4.78,4.73,4.8,4.86,4.77,4.57,0,13,1.14,27,2,Other,12.638356164383561,0.002679031427099433,0,0,0,0,0,0,0,0,0,0,0,1
0.0,100.0,96.0,0.0,1.0,1.0,41.39347,2.16188,3.0,2.0,2.0,2.0,149.0,1,1125,9,104,370,71,240,35760.0,4.58,4.68,4.58,4.68,4.64,4.96,4.58,1,42,2.75,23,3,Entire rental unit,11.967123287671233,0.12447192168985059,0,0,0,1,0,0,0,0,0,0,0,0
0.0,100.0,100.0,1.0,1.0,1.0,41.3722,2.16265,4.0,1.0,1.0,1.0,173.0,1,1125,2,287,686,42,255,44115.0,4.96,4.95,4.93,4.98,4.99,4.9,4.88,0,1,5.09,45,2,Entire rental unit,11.32054794520548,0.04404945904173107,0,0,0,0,0,0,0,0,0,0,1,0
3.0,0.0,0.0,0.0,1.0,1.0,41.43027,2.16771,2.0,1.0,1.0,2.0,40.0,3,31,11,335,62,80,0,0.0,4.24,4.52,4.65,4.75,4.61,4.4,4.25,0,3,0.49,13,3,Private room in rental unit,11.317808219178081,0.00443070582174137,0,1,0,0,0,0,0,1,0,0,0,0
0.0,97.0,100.0,0.0,1.0,1.0,41.39744,2.15716,6.0,1.0,2.0,3.0,178.0,1,365,2,205,177,54,72,12816.0,4.8,4.81,4.8,4.88,4.89,4.93,4.64,1,27,1.38,34,2,Entire rental unit,13.687671232876712,0.05852653271509531,0,0,0,0,1,0,0,0,0,0,0,0
0.0,90.0,96.0,0.0,1.0,1.0,41.39843,2.1715,5.0,2.0,2.0,3.0,250.0,31,80,0,214,37,0,0,0.0,4.81,4.86,4.7,4.95,4.89,4.95,4.7,1,4,0.28,30,3,Entire rental unit,14.550684931506849,0.12447192168985059,0,0,0,1,0,0,0,0,0,0,0,0
0.0,97.0,100.0,0.0,1.0,1.0,41.39744,2.15716,6.0,1.0,2.0,4.0,182.0,1,365,1,191,183,44,108,19656.0,4.71,4.78,4.81,4.81,4.81,4.89,4.63,1,27,1.42,32,2,Entire rental unit,13.687671232876712,0.05852653271509531,0,0,0,0,1,0,0,0,0,0,0,0
0.0,97.0,100.0,0.0,1.0,1.0,41.39744,2.15716,6.0,1.0,2.0,4.0,193.0,1,365,1,181,178,30,60,11580.0,4.72,4.79,4.73,4.8,4.8,4.93,4.57,1,27,1.37,34,2,Entire rental unit,13.687671232876712,0.05852653271509531,0,0,0,0,1,0,0,0,0,0,0,0
0.0,97.0,100.0,0.0,1.0,1.0,41.39744,2.15716,4.0,1.0,1.0,2.0,164.0,1,365,4,217,123,66,60,9840.0,4.8,4.84,4.84,4.75,4.83,4.91,4.52,1,27,1.01,32,2,Entire rental unit,13.687671232876712,0.05852653271509531,0,0,0,0,1,0,0,0,0,0,0,0
3.0,0.0,0.0,0.0,1.0,1.0,41.42978,2.17151,2.0,1.0,1.0,1.0,40.0,3,31,8,335,49,83,0,0.0,4.39,4.55,4.86,4.86,4.78,4.51,4.41,0,3,0.37,15,3,Private room in rental unit,11.317808219178081,0.00443070582174137,0,1,0,0,0,0,0,1,0,0,0,0
0.0,100.0,100.0,1.0,1.0,1.0,41.38948,2.15642,8.0,2.0,5.0,8.0,227.0,2,730,21,126,207,95,198,44946.0,4.8,4.85,4.74,4.91,4.9,4.86,4.71,0,1,1.53,36,2,Entire rental unit,11.312328767123288,0.05368366821226172,0,0,0,1,0,0,0,0,0,0,0,0
0.0,100.0,97.0,0.0,1.0,1.0,41.41336,2.20847,2.0,2.0,3.0,6.0,200.0,3,1124,12,12,96,12,66,13200.0,4.24,4.45,4.15,4.74,4.68,3.87,4.25,0,6,0.71,35,2,Other,11.912328767123288,0.005358062854198866,0,0,0,0,0,0,0,0,0,1,0,0
3.0,0.0,0.0,0.0,1.0,1.0,41.42977,2.17078,2.0,1.0,1.0,1.0,40.0,3,31,11,318,43,67,0,0.0,4.49,4.63,4.79,4.91,4.69,4.4,4.48,0,3,0.34,14,3,Private room in rental unit,11.317808219178081,0.00443070582174137,0,1,0,0,0,0,0,1,0,0,0,0
1.0,100.0,89.0,0.0,1.0,1.0,41.41625,2.16001,2.0,1.0,1.0,1.0,125.0,3,1125,5,130,224,63,132,16500.0,4.68,4.75,4.82,4.85,4.93,4.36,4.49,0,3,1.72,30,2,Entire rental unit,11.745205479452055,0.0022668727460072127,0,0,0,0,0,1,0,0,0,0,0,0
